,Area_[pA*ms],group,cell_ID,extras_path
490012,-53.9129562377929,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490013,-65.0951538085937,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490014,-44.4229507446289,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490015,-46.9942245483398,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490017,-60.2308616638183,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490018,-36.405532836914,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490021,-59.012954711914,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490022,-48.4364433288574,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490023,-73.8143463134765,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490024,-46.5306358337402,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490025,-43.5309715270996,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490027,-33.2934799194335,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490028,-48.2102355957031,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490029,-101.456733703613,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490030,-33.6801643371582,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490031,-62.0644607543945,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490032,-46.4734077453613,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490033,-55.2888793945312,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490034,-128.747589111328,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490035,-52.2633934020996,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490036,-79.9307556152343,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490037,-62.6883583068847,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490038,-35.8759460449218,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490040,-76.6527099609375,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490041,-62.0196990966796,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490042,-46.1555442810058,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490043,-40.6208801269531,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490044,-57.4702529907226,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490045,-108.04499053955,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490046,-59.5932579040527,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490047,-106.557205200195,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490048,-60.3043251037597,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490049,-51.3479919433593,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490050,-60.170726776123,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490051,-40.5693244934082,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490052,-53.7874603271484,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490053,-46.3830451965332,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490054,-66.0827941894531,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490055,-50.597557067871,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490056,-83.2744064331054,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490057,-75.6371307373046,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
490058,-61.7996101379394,stimulated_24h,C6_Cell31,stimulated_24h\C6_Cell31.xlsx
495000,-134.76203918457,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495001,-47.6946792602539,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495002,-41.0944519042968,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495003,-67.9593887329101,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495004,-91.2292327880859,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495005,-44.8970031738281,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495006,-60.3414077758789,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495007,-164.438690185546,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495008,-205.963943481445,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495009,-55.7592849731445,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495010,-34.0861129760742,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495012,-151.10252380371,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495013,-40.640022277832,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495015,-127.368835449218,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495016,-219.096054077148,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495017,-58.4766426086425,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495018,-77.1219329833984,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495019,-296.663146972656,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495020,-63.5354461669921,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495021,-195.106674194335,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495022,-78.3517456054687,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495023,-127.934455871582,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495024,-99.4167709350585,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495026,-137.297302246093,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495027,-35.0986709594726,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495028,-189.933349609375,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495029,-182.799819946289,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495030,-66.6496887207031,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495031,-129.079116821289,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495032,-39.19140625,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495033,-81.949851989746,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495034,-133.611892700195,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495035,-295.293365478515,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495036,-46.5123558044433,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495037,-75.7061309814453,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495038,-38.8899345397949,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495039,-87.4766464233398,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495040,-151.575897216796,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495041,-106.687309265136,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495042,-60.8884124755859,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495043,-64.3573150634765,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495044,-58.089069366455,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495045,-187.833953857421,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495046,-64.7078704833984,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495047,-67.4240264892578,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495048,-252.951995849609,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495049,-39.9362754821777,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495050,-59.3630790710449,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495052,-238.614074707031,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495053,-56.5597229003906,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495054,-171.647888183593,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495055,-43.4442100524902,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495057,-41.71923828125,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495059,-66.776985168457,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495060,-67.728660583496,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495061,-49.9534339904785,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495062,-56.0555000305175,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495063,-93.9531097412109,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495064,-56.3953132629394,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495065,-191.338928222656,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495066,-54.5535354614257,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495067,-91.8151473999023,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495068,-69.3111495971679,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495069,-43.2710418701171,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495070,-67.3373413085937,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495071,-114.873878479003,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495072,-34.6957817077636,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495074,-60.4167861938476,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495075,-87.8751144409179,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495076,-128.062057495117,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495077,-67.6018447875976,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495078,-133.991744995117,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495079,-75.765640258789,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495080,-120.430068969726,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495081,-136.220169067382,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495082,-70.4739074707031,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495083,-108.986434936523,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495084,-133.51480102539,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495085,-145.12693786621,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
495086,-47.5720100402832,stimulated_24h,C6_Cell32,stimulated_24h\C6_Cell32.xlsx
