,Area_[pA*ms],group,cell_ID,extras_path
195205,-67.1508331298828,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195206,-101.907691955566,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195207,-69.8305511474609,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195208,-119.045906066894,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195209,-154.336181640625,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195210,-119.122726440429,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195211,-74.3327178955078,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195212,-228.276168823242,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195213,-127.715408325195,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195214,-55.4775085449218,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195215,-186.291381835937,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195216,-172.636642456054,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195217,-63.3502388000488,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195218,-27.4411029815673,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
195220,-74.3661880493164,stimulated,C1_Cell2,stimulated\C1_Cell2.xlsx
200000,-113.452072143554,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200001,-188.994720458984,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200002,-54.1028900146484,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200003,-69.3931427001953,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200004,-61.8389358520507,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200005,-74.7191848754882,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200006,-86.5115356445312,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200007,-55.9828720092773,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200008,-49.4844512939453,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200009,-41.2318382263183,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200010,-39.2389068603515,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200011,-60.4116249084472,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200012,-84.8781051635742,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200013,-109.808647155761,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200014,-101.826309204101,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200015,-95.4990615844726,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200016,-91.8831405639648,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200017,-56.9743118286132,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200018,-51.7831840515136,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200019,-78.6861038208007,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200020,-85.5268630981445,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200021,-44.8819274902343,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200023,-138.030990600585,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200024,-51.3658256530761,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200025,-77.9894866943359,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200026,-141.758346557617,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200027,-104.035316467285,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200028,-131.239822387695,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200029,-60.7862739562988,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200030,-82.8644714355468,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200031,-74.0815048217773,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200032,-74.5543975830078,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200033,-60.9009361267089,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200034,-41.4611625671386,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200035,-63.7972679138183,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200036,-47.3802146911621,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200037,-161.230392456054,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200038,-71.2689514160156,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200039,-248.528625488281,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200040,-124.443443298339,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200041,-51.6538963317871,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200042,-102.454948425292,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200043,-106.8921585083,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200044,-124.927413940429,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200045,-52.0188941955566,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200046,-67.9833908081054,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200048,-82.1672286987304,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200049,-89.79541015625,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200050,-92.880027770996,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200051,-62.3127555847167,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200052,-51.6534271240234,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200054,-79.8283996582031,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200055,-112.816307067871,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200056,-74.2975692749023,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200057,-46.0860252380371,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200058,-55.1707916259765,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200059,-64.6307525634765,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200060,-64.8919830322265,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200061,-60.9827728271484,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200062,-118.810737609863,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200063,-50.2257499694824,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200066,-100.453697204589,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200067,-66.2354354858398,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200069,-47.9307785034179,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200070,-49.0037841796875,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200071,-43.6576614379882,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200073,-54.3640556335449,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200074,-64.5622787475585,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200075,-79.2266006469726,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200076,-140.945480346679,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200077,-47.0447006225585,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200078,-75.5141983032226,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200079,-133.949569702148,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200080,-99.0210342407226,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200081,-58.0212707519531,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200082,-81.6932373046875,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200083,-169.919509887695,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200084,-119.259368896484,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200085,-69.5976257324218,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200086,-43.7969322204589,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200087,-195.992858886718,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200088,-54.9557380676269,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200089,-86.6407012939453,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200090,-106.577171325683,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200091,-57.8011093139648,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200092,-83.7836151123046,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200093,-68.0815505981445,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200094,-78.7010116577148,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200095,-49.7901191711425,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200096,-148.652374267578,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200097,-61.756965637207,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200098,-62.5275039672851,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200099,-67.349853515625,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200100,-60.6732177734375,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200101,-72.4069747924804,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200102,-92.8371200561523,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200103,-71.3902435302734,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200104,-104.971603393554,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200105,-43.3535194396972,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200106,-73.2487487792968,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200107,-54.9051055908203,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200108,-63.0171203613281,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200109,-58.2781410217285,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200110,-51.4299392700195,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200111,-44.2367286682128,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200112,-45.0682792663574,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200114,-62.4470977783203,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200115,-44.5747680664062,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200116,-81.515281677246,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200117,-39.3620071411132,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200118,-111.694595336914,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200119,-151.203552246093,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200120,-202.588058471679,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200121,-42.9031906127929,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200122,-128.018676757812,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200123,-137.970474243164,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200124,-91.7870254516601,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200125,-112.608123779296,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200126,-76.4396057128906,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200127,-76.9299392700195,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200128,-55.9909706115722,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200129,-74.0725631713867,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200130,-86.5337753295898,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200131,-75.290916442871,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200132,-74.6153869628906,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200133,-141.147689819335,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200134,-35.7812385559082,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200135,-83.4956893920898,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200136,-50.0334663391113,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200137,-99.2191925048828,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200138,-56.264907836914,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200139,-50.906452178955,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200142,-50.7148742675781,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200143,-73.133071899414,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200144,-77.238899230957,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200145,-76.6935424804687,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200146,-151.655685424804,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200147,-73.5818786621093,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200148,-104.618865966796,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200149,-42.2326889038085,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200150,-48.1126670837402,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200151,-130.548568725585,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200152,-44.6470069885253,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
200153,-63.0871086120605,stimulated,C1_Cell3,stimulated\C1_Cell3.xlsx
205000,-123.118041992187,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205001,-75.1851119995117,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205002,-100.930229187011,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205003,-140.825088500976,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205004,-64.4097518920898,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205005,-40.434829711914,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205006,-38.8749198913574,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205007,-75.1717376708984,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205008,-39.2677917480468,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205009,-131.026611328125,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205010,-52.6400032043457,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205011,-85.8309478759765,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205012,-33.1595306396484,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205013,-108.177062988281,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205014,-46.6834907531738,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205015,-109.01944732666,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205016,-73.5894470214843,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205017,-95.9073638916015,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205018,-66.6927795410156,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205019,-116.154930114746,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205020,-78.3696517944335,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205021,-59.9074096679687,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205022,-50.7250709533691,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205023,-174.161300659179,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205024,-34.0011444091796,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205025,-76.8311233520507,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205026,-85.5868530273437,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205027,-79.4222106933593,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205028,-60.1737823486328,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205029,-178.351669311523,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205030,-57.4119186401367,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205031,-46.5872459411621,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205032,-41.1414947509765,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205033,-78.088508605957,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205034,-107.347610473632,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205035,-59.6691436767578,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205036,-52.7474861145019,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205037,-72.4253616333007,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205038,-62.5297126770019,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205039,-67.9113845825195,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205040,-48.170783996582,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205041,-95.5936203002929,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205042,-84.2073287963867,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205043,-73.5166625976562,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205044,-50.7132186889648,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205045,-119.336273193359,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205046,-57.5634269714355,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205047,-57.389835357666,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205048,-104.533432006835,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205049,-69.7747344970703,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205050,-50.9223022460937,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205051,-116.693077087402,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205052,-61.1901206970214,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205053,-103.235214233398,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205054,-74.1653289794921,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205055,-51.5109024047851,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205056,-80.3218688964843,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205057,-43.9222145080566,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205058,-69.3618087768554,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205059,-50.9930458068847,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205060,-104.253669738769,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205061,-60.9315109252929,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205062,-51.9894065856933,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205063,-43.7404823303222,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205064,-71.5992813110351,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205065,-62.0501976013183,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205066,-60.1177825927734,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205067,-67.1550674438476,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205068,-79.886848449707,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205069,-60.2620735168457,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205070,-110.834114074707,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205071,-41.892333984375,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205072,-81.5546875,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205073,-97.4030151367187,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205074,-45.0515975952148,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205075,-303.958038330078,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205076,-64.1598587036132,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205077,-58.4842834472656,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205078,-41.5917167663574,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205079,-44.4896736145019,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205080,-54.401023864746,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205081,-85.6181716918945,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205082,-38.7755584716796,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205083,-57.1301612854003,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205084,-88.791030883789,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205085,-61.2178039550781,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205086,-45.9943885803222,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205087,-79.7998352050781,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205088,-44.9400215148925,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205091,-65.3243865966796,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205092,-112.544998168945,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205093,-56.4831008911132,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205094,-45.5691261291503,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205095,-48.1786651611328,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205096,-34.6810035705566,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205097,-79.1745529174804,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205098,-36.1455650329589,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205100,-82.9806213378906,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205101,-178.99722290039,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205102,-78.2915420532226,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205103,-90.5512237548828,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205104,-101.421073913574,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205105,-54.4417419433593,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205106,-24.9180431365966,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205107,-43.1460876464843,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205110,-50.1349792480468,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205111,-114.616760253906,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205112,-58.1575965881347,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205113,-45.7282905578613,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205114,-74.1703948974609,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205115,-130.266387939453,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205116,-129.273727416992,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205117,-41.061725616455,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205118,-52.0076713562011,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205119,-165.389236450195,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205120,-70.8422698974609,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205121,-64.923110961914,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205122,-46.4144439697265,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205123,-45.1008186340332,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205124,-240.567413330078,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205125,-157.730087280273,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205126,-42.4158134460449,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205127,-59.5875434875488,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205128,-59.0522232055664,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205129,-100.336471557617,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205130,-50.3279800415039,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205131,-83.4331893920898,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205132,-67.0653533935546,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205133,-54.3964538574218,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205134,-41.4948768615722,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205135,-77.2033920288085,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205136,-55.8952407836914,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205137,-70.5593032836914,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205138,-245.056259155273,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205139,-44.2741432189941,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205140,-152.450454711914,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205141,-100.854721069335,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205142,-48.7832565307617,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205143,-81.7264785766601,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205144,-33.7740402221679,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205145,-80.5469665527343,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205146,-82.5780410766601,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205147,-41.9139747619628,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205148,-45.3797302246093,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205149,-45.4196662902832,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205151,-104.802925109863,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205152,-61.0322570800781,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205153,-126.06428527832,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205154,-44.1766052246093,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205156,-40.7368698120117,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205157,-50.636432647705,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205158,-91.1300888061523,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205159,-105.278778076171,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205160,-82.5234756469726,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205161,-68.2923355102539,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205162,-152.781967163085,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205163,-49.8392219543457,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
205164,-88.7363586425781,stimulated,C1_Cell4,stimulated\C1_Cell4.xlsx
210000,-86.196060180664,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210001,-82.6280975341796,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210002,-63.4258728027343,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210003,-72.0018615722656,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210004,-142.665496826171,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210005,-161.50959777832,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210006,-63.658706665039,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210007,-116.359092712402,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210008,-56.7352561950683,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
210009,-101.856712341308,stimulated,C1_Cell5,stimulated\C1_Cell5.xlsx
